subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
CFAMU,669,2.0,Music Education 6: Instrumental Methods and Materials,,
CFAMU,670,1.0,Chamber Music,,
CFAMU,671,1.0,Baroque Chamber Music,,
CFAMU,672,2.0,Advanced Choral Conducting,,
CFAMU,673,2.0,Vocal Ensemble,,
CFAMU,674,1.0,Ensemble for Pianists,,
CFAMU,675,2.0,PERCUSS ENSEM,,
CFAMU,676,2.0,AD CHRL CNDCTNG,,
CFAMU,677,2.0,Choral Repertory and Performance Style 1,,
CFAMU,678,2.0,Choral Repertory and Performance Style 2,,
CFAMU,679,2.0,Creativity and Imagination in General Music,,
CFAMU,680,2.0,Curriculum Planning for General Music,,
CFAMU,681,2.0,Collaborative Piano,,
CFAMU,682,2.0,Advanced Instrumental Conducting,,
CFAMU,683,2.0,Advanced Instrumental Conducting,,
CFAMU,684,4.0,DS MUSIC ED,,
CFAMU,685,0.0,Performance Class,,
CFAMU,686,1.0,ORCHESTRAL TECH,,
CFAMU,688,2.0,Music Education 7,,
CFAMU,689,1.0,CHAPEL CHOIR,,
CFAMU,690,2.0,Preparation and Performance of the Marching Band,,
CFAMU,695,2.0,AMER FLK SNG TRAD,,
CFAMU,697,1.0,Performance Techniques for the Singing Actor 1,,
CFAMU,698,1.0,PRFTCH SNACT II,,
CFAMU,700,0.0,Recital Performance,,
CFAMU,701,3.0,Advanced Tonal Analysis,CFA MU 601,
CFAMU,702,3.0,Advanced Analysis in Contemporary Music,,
CFAMU,703,4.0,Orchestration 1,,
CFAMU,704,4.0,"Orchestration I, II",,
CFAMU,705,2.0,Tonal Counterpoint [Advtop:Countpt],,
CFAMU,706,2.0,Advanced Tonal Composition,,
CFAMU,707,2.0,Special Topics in Song Literature,,
CFAMU,708,2.0,Piano Pedagogy,,
CFAMU,709,2.0,Piano Pedagogy,,
CFAMU,710,3.0,Special Topics in Theory and Analysis,,
CFAMU,711,3.0,Performance and Analysis,,
CFAMU,712,3.0,Advanced Seminar in Electronic Music Composition,,
CFAMU,713,1.0,CLARINET LIT,,
CFAMU,714,1.0,Trombone Literature,,
CFAMU,715,2.0,TROMBONE PED,,
CFAMU,716,1.0,FRENCH HORN LIT,,
CFAMU,717,1.0,FRENCH HORN PED,,
CFAMU,718,4.0,Special Topics in Ethnomusicology - Music and Mysticism,,
CFAMU,719,3.0,Doctoral Proseminar,,
CFAMU,720,3.0,Advanced Schenkerian Analysis,CFA MU 620,
CFAMU,721,3.0,Music in the Middle Ages,,
CFAMU,722,3.0,Music in the Renaissance Period,,
CFAMU,723,3.0,CFA MU 723: Seminar in Music in the Baroque Period,,
CFAMU,724,3.0,Seminar in Music of the Classic Era,,
CFAMU,725,3.0,CFA MU 725: Seminar in Music in the Romantic Period,,
CFAMU,726,3.0,CFA MU 726: Seminar in Music in the Twentieth Century,,
CFAMU,727,3.0,CFA MU 727: Seminar: Special Topics in Musicology,,
CFAMU,728,4.0,Continuo,,
CFAMU,729,4.0,CONTINUO,,
CFAMU,730,3.0,HIST CHMB MU 1,,
CFAMU,731,3.0,HIST CHMB MU II,,
CFAMU,732,3.0,History of Performance Practice,,
CFAMU,733,3.0,Medieval Polyphony,,
CFAMU,734,1.0,Special Topics in String Literature,,
CFAMU,735,4.0,Critique in Music Education,,
CFAMU,736,4.0,AESTHET & CRIT,,
CFAMU,737,1.0,Trumpet Pegagogy,,
CFAMU,738,3.0,Mass and Motet in the Renaissance,,
CFAMU,739,3.0,Sixteenth-Century Secular Vocal Forms,,
CFAMU,740,4.0,Passions and Requiems,,
CFAMU,741,3.0,Music Under the Tsars and Soviets,,
CFAMU,742,3.0,Impressionism in Music,,
CFAMU,743,3.0,The German Post-Romantics,,
CFAMU,744,3.0,American Music,,
CFAMU,745,1.0,TRUMPET LIT,,
CFAMU,746,3.0,Music Aesthetics and Criticism,,
CFAMU,747,4.0,Research and Bibliography,,
CFAMU,748,2.0,Collegium Musicum in Early Music,,
CFAMU,749,3.0,Research and Bibliography (Music),,
CFAMU,750,2.0,Special Topics in Performance Practice 1,,
CFAMU,751,2.0,Perf Pract II,,
CFAMU,752,1.0,EUPHONIUM LIT,,
CFAMU,753,1.0,EUPHONIUM PED,,
CFAMU,754,1.0,CLARINET PED,,
CFAMU,755,4.0,American Music,,
CFAMU,756,4.0,Community Music Perspectives,,
CFAMU,757,4.0,Crossroads: Musical and Cultural Perspectives on the Blues,,
CFAMU,758,2.0,Opera Arias for Pianists 1,,
CFAMU,759,2.0,Oper Arias for Pianists 2,,
CFAMU,760,1.0,ACCMP PRACTICUM,,
CFAMU,764,3.0,Instrumental Music in Schools,,
CFAMU,765,4.0,Introduction to Music Education Research,,
CFAMU,766,4.0,Jazz and Popular Arranging,,
CFAMU,767,4.0,African Music and Culture: Creative Exploration,,
CFAMU,768,4.0,Curriculum Project,,
CFAMU,770,2.0,Honor Seminar Music Education,,
CFAMU,771,4.0,Humanities and Related Arts in Education,,
CFAMU,772,4.0,Policy Research in Music Education,,
CFAMU,773,4.0,Foundations of Music Education I: Philosophy and History,,
CFAMU,774,4.0,Foundations of Music Education II: Sociology and Psychology,,
CFAMU,775,4.0,Introduction to Music Education Research,,
CFAMU,776,3.0,Advanced Research in Music Education,,
CFAMU,777,4.0,Foundations of Music Education I: Philosophy and History,,
CFAMU,778,4.0,Foundations of Music Education II: Sociology and Psychology,,
CFAMU,779,4.0,Orchestration 1,,
CFAMU,780,1.0,R&DS MUS ED,All other courses must be completed prior to enrollment in MU780,
CFAMU,787,3.0,Programmed Instruction in Music Listening,,
CFAMU,789,1.0,WRITING DMA REC,,
CFAMU,790,0.0,Opera Institute,,
CFAMU,795,4.0,Master's Thesis,,
CFAMU,797,4.0,Directed Study in Music Education,,
CFAMU,799,4.0,MASTER'S THESIS,,
CFAMU,801,3.0,Seminar in Theory,CFA MU 601 or equivalent,
CFAMU,802,3.0,SEMTHRY1:ADVTNL,,
CFAMU,803,4.0,Qualitative Research Methods in Music Education,,
CFAMU,821,4.0,Seminar: Music of the Middle Ages,"graduate standing in the University as a music major, corresponding 700-level courses in period music histories, or approval of instructor",
CFAMU,822,4.0,Seminar: Music of the Renaissance Period,"graduate standing in the University as a music major, corresponding 700-level courses in period music histories, or approval of instructor",
CFAMU,823,4.0,CFA MU 823: Seminar in Music of the Baroque Period,,
CFAMU,824,4.0,Seminar: Music of the Classic Period,"graduate standing in the University as a music major, corresponding 700-level courses in period music histories, or approval of instructor",
CFAMU,825,4.0,CFA MU 825: Seminar in Music of the Romantic Period,,
CFAMU,826,4.0,CFA MU 826: Seminar in Music of the Twentieth Century,,
CFAMU,827,4.0,CFA MU 827: Seminar: Special Topics on Musicology,,
CFAMU,828,4.0,CFA MU 828: Pro-Seminar in Musicology and Ethnomusicology,,
CFAMU,829,4.0,Research Methods in Ethnomusicology,,
CFAMU,830,4.0,Contemplating Ethnomusicology,,
CFAMU,831,4.0,CFA MU 831: Medieval and Renaissance,,
CFAMU,832,4.0,"Medieval and Renaissance Notation I, II",,
CFAMU,833,4.0,MUSIC & CULTURE,,
CFAMU,834,4.0,"CFA MU 834: Aesthetics, Criticism, and Historiography",,
CFAMU,835,4.0,CFA MU 838: Ethnomusicology and Historical Musicology,,
CFAMU,838,4.0,Pro Seminar in Musicology and Ethnomusicology,,
CFAMU,849,4.0,Independent Study in Musicology/Ethnomusicology,,
CFAMU,850,4.0,IND ST MUSICOL,,
CFAMU,851,3.0,"History of Music Theory I, II",,
CFAMU,852,3.0,History of Music Theory II,,
CFAMU,855,4.0,Special Topics in Music,,
CFAMU,860,4.0,Independent Study in Music Education,,
CFAMU,861,4.0,MU 861 Historical Research Methods in Music Education,,
CFAMU,862,4.0,Curriculum Organization in Music Education,,
CFAMU,864,4.0,Critique in Music Education,,
CFAMU,865,4.0,Supervision and Evaluation in Music Education,,
CFAMU,866,4.0,Contemporary Issues in Music Education,,
CFAMU,867,1.0,Doctoral Seminar,,
CFAMU,868,4.0,Seminar: Teaching of Music in Higher Education,,
CFAMU,869,4.0,Administration of Music in Higher Education,,
CFAMU,870,4.0,Practicum in Adminstration and Supervision,,
CFAMU,871,4.0,Quantitative Research Methods in Music Education,,
CFAMU,872,4.0,Music Psychology 2,"CFA MU871 - Development of and arguments on musical meaning as it relates to the continued study of the perception of musical phenomena, musical ability, and learning in the cognitive, affective, and psychomotor domains",
CFAMU,873,2.0,String Pedagogy and Practicum,,
CFAMU,874,2.0,STRING PED/PRC2,,
CFAMU,875,2.0,String Pedagogy and Practicum 3,,
CFAMU,876,2.0,String Pedagogy and Practicum 4,,
CFAMU,879,4.0,Independent and Directed Study in Performance,,
CFAMU,881,2.0,CFA MU 881 - Choral Repertoire of the Renaissance,,
CFAMU,882,2.0,CFA MU 882 Choral Repertoire of the Baroque,,
CFAMU,883,2.0,Choral Repertoire of the Late Classical and Romantic Periods,,
CFAMU,884,2.0,Choral Repertoire of the 20th Century,,
CFAMU,885,2.0,Vocal Pedagogy 1,,
CFAMU,886,2.0,Vocal Pedagogy 2,CFA MU885 - Study and practice of teaching voice through observation and teaching of individual students,
CFAMU,888,0.0,Continuing Study,,
CFAMU,890,4.0,Independent Project/Directed Study,,
CFAMU,891,2.0,String Literature 1,,
CFAMU,892,2.0,STRING LIT 2,CFA MU891 - This course description is currently under construction,
CFAMU,893,2.0,STRING LIT 3,,
CFAMU,894,2.0,STRING LIT 4,,
CFAMU,912,4.0,Research and Directed Study in Theory/Composition,consent of instructor,
CFAMU,921,4.0,Research and Directed Study in Music,,
CFAMU,951,3.0,R&DS CHURCH MUS,,
CFAMU,961,4.0,Research and Directed Study in Music Education,,
CFAMU,962,4.0,Research and Directed Study in Music Education,,
CFAMU,977,4.0,R&DS CONDUCTING,,
CFAMU,978,4.0,Research and Directed Study in Voice,,
CFAMU,984,0.0,CONT STUDY MUED,,
CFAMU,985,0.0,"Continuing Study, C.F.T. (Certified Full Time)",,
CFAMU,986,0.0,"Continuing Study, C.F.T. (Certified Full Time)",,
CFAMU,987,0.0,CONT STUDY CFT,,
CFAMU,988,0.0,CONT STUDY CFT,,
CFAMU,995,3.0,DMA Dissertation,,
CFAMU,996,0.0,DMA Dissertation Continuation,,
CFAMU,998,0.0,DMA Recital Track Continuing Study,,
CFAMU,999,0.0,RT Continuing Study,,
CFAPS,586,4.0,Child Growth and Development in Art Education,,
CFAPS,630,4.0,Child Growth and Development in Art Education,,
CFATH,99,0.0,Matinee,,
CFATH,100,0.0,Matinee,,
CFATH,101,3.0,Introduction to the Study of Theatre and Performance,,"Ethical Reasoning, Critical Thinking"
CFATH,102,3.0,Dramatic Literature 1: Greeks to the late 19th c,"First Year Writing Seminar (e.g., WR 100 or WR 120) - A survey of the development of theatre, its plays, trends, and technologies, from the Greeks to the late nineteenth century","Historical Consciousness, Writing-Intensive Course"
CFATH,104,4.0,Dramatic Literature 1: Beginnings of Theatre to the Early 19th Century,"First-Year Writing Seminar (e.g., WR 120)",
CFATH,110,4.0,Speech Communications,,
CFATH,111,2.0,Voice and Speech 1: Experiencing Voice,,
CFATH,112,2.0,Voice & Speech 1: Emotional Awareness,"CFA TH 111 or consent of instructor; Having begun to free the voice and connect it with one's own words and experience, poetic texts will now be used that make a demand on the range, power, and vitality of the voice and the truthful communication of self will be the touchstone for the truthfulness which the actor can communicate someone other than him or herself",
CFATH,114,2.0,Voice & Speech 2: Exploring Voice,CFA TH 111 or permission of instructor,
CFATH,120,4.0,Acting & Performance 1,,
CFATH,121,3.0,Acting 1: Personal Approach to Acting,,
CFATH,122,3.0,Acting 1: Intro to Scene Study,CFA TH 121 or consent of instructor,
CFATH,124,3.0,Acting 2: Intro to Scene Study,CFA TH 121 or permission of instructor,
CFATH,125,3.0,Acting for Singers,,
CFATH,126,3.0,Acting for Singers,,
CFATH,128,2.0,Theatre Ensemble 1: Introduction to Theatre Making,,
CFATH,130,4.0,Movement for Theater 1,,
CFATH,131,2.0,Movement 1: Expressive Human Instrument,,
CFATH,132,2.0,Movement 1: The Speaking Body - Freeing and Developing the Expressive Human Instrument,,
CFATH,134,2.0,Movement 2: The Expressive Human Instrumentalist,CFATH 131 or permission of instructor,
CFATH,136,2.0,Theatre Collaboration 1: Equitable and Inclusive Theatre Practice,,
CFATH,138,1.0,Alexander Technique 1: An Introduction,,
CFATH,139,2.0,20th Century Dance History,,
CFATH,140,4.0,Collaborative Theatre Ensemble,,
CFATH,142,1.0,Somatic Practice 1,,
CFATH,146,1.0,Artists in Community 1,,
CFATH,147,1.0,Stagecraft 1: Introduction to Theatre Practice,,
CFATH,148,1.0,Stagecraft 2: Production Assignment,CFA TH 147 or consent of instructor; Open to BFA majors only,
CFATH,149,1.0,Stagecraft for Theatre Minors,,
CFATH,151,2.0,Introduction to Design,,
CFATH,152,2.0,Introduction to Design,CFA TH 151,"Aesthetic Exploration, Oral and/or Signed Communication, Creativity/Innovation"
CFATH,153,1.0,Freshman Core: Preparation for Ensemble,,
CFATH,154,1.0,Freshman Core: Preparation for Major,"None; Series of lectures that introduce Design & Production First Year Students to Design & Production faculty, area professionals and artists in preparation for choosing a major",
CFATH,157,3.0,Introduction to Design 1: Storytelling and Collaboration for Live Performance,,"Aesthetic Exploration, Creativity/Innovation"
CFATH,158,3.0,Introduction to Design 2: 2D & 3D Design Fundamentals,CFA TH 157,
CFATH,160,1.0,AutoCad1,CFA TH 163; Introduction to Computer Aided Drafting program,
CFATH,162,1.0,Vectorworks,,
CFATH,163,1.0,Drafting 1,,
CFATH,164,1.0,Drafting 2,CFA TH 163; Continued exercises in theatre space and vocabulary through hand drafting,
CFATH,165,2.0,DP&M Community Forum 1: Discovering Theatre through History,,
CFATH,166,2.0,DP&M Community Forum 2: Contemporary Theatre Makers,,
CFATH,167,2.0,Drawing & Painting Studio 1,,
CFATH,168,2.0,Drawing & Painting Studio 2,,
CFATH,169,2.0,Introduction to Theatre Practice,,
CFATH,170,2.0,Scene Construction,,
CFATH,171,2.0,Language & Craft of Theatre 1,,
CFATH,172,2.0,Language & Craft of Theatre 2,,
CFATH,173,2.0,2D Drafting and Visual Communication 1,,
CFATH,174,2.0,2D Drafting & Visual Communication 2,CFA TH 173,
CFATH,177,1.0,Figure Drawing,,
CFATH,178,1.0,Figure Drawing,,
CFATH,182,2.0,Costume Construction,,
CFATH,186,1.0,Lighting Crafts,,
CFATH,190,1.0,Audio Fundamentals,,
CFATH,193,2.0,Stage Management Fundamentals for Non Majors,CFA TH 169; Functions and responsibilities of stage managing on a professional level,
CFATH,194,1.0,Introduction to Stage Management,,
CFATH,197,4.0,Production,,
CFATH,198,4.0,Production,,
CFATH,201,3.0,Dramatic Literature 2: 1850 to 1950,,"Global Citizenship and Intercultural Literacy, Research and Information Literacy"
CFATH,202,3.0,Dramatic Literature 3: 1950 to 1990,,"Global Citizenship and Intercultural Literacy, Critical Thinking"
CFATH,203,3.0,Role of the Playwright 1,,
CFATH,204,3.0,Role of the Playwright 2,,
CFATH,205,4.0,Dramatic Literature 2: 1850 to 1950,,"Global Citizenship and Intercultural Literacy, Research and Information Literacy, Writing-Intensive Course"
CFATH,206,4.0,Dramatic Literature 3: 1950 to the Millennium,,
CFATH,210,2.0,Musical Theatre Performance Skills 1,,
CFATH,211,2.0,Voice and Speech 3: Introduction to IPA,CFATH 114,
CFATH,212,2.0,Voice and Speech 2: Dialects,CFA TH 211 or consent of instructor; Sound and movement linked to text,
CFATH,213,2.0,"Voice and Speech 4: Accents, Dialects, and Sociolects",CFA TH 211 or permission of instructor,
CFATH,214,1.0,Voice and Speech 2,CFA TH211 or consent of Instructor; Sound and movement linked to text,
CFATH,215,1.0,Singing for Actors 1,"CFA TH 112 or consent of instructor; An approach to singing designed for the actor, this course will explore human sound as a manifestation of the actor's inner life",
CFATH,216,1.0,Singing for Actors 2,"CFA TH 112 or consent of instructor; An extension of Singing for Actors 1, this course will move into an approach to learning a new music-text, and exploring the storytelling of song through imagery, Laban effort-shapes, physical actions, and energizing primers for the actor",
CFATH,217,3.0,Music Theatre Performance Skills 1,,
CFATH,218,3.0,Music Theatre Performance Skills II: Applying Stanislavski Principles,,
CFATH,220,4.0,Acting and Performance 2,CFA TH 120 or permission of instructor,
CFATH,221,3.0,Acting 3: Advanced Scene Study,CFA TH 124,
CFATH,222,3.0,Acting 2: A Physical Approach/Acting 2,CFA TH 122; Exploration of a physical approach to acting inspired by the work of Jerzy Grotowski,
CFATH,223,3.0,Fundamentals of Acting: A Physical Approach,CFA TH 124,
CFATH,224,3.0,Fundamentals of Acting: Narrative and Imagery,CFA TH 124,
CFATH,225,3.0,Acting 4,CFATH 221,
CFATH,227,3.0,Dramatic Writing 1: Autobiography,CFA TH 136,
CFATH,228,3.0,Dramatic Writing 2: Adaptation,CFA TH 136 and First-Year Writing Seminar (CAS WR 120 or equivalent),
CFATH,230,4.0,Movement for Theatre 2,CFA TH 130 or consent of instructor; Emphasis will be placed on partnering and ensemble activities in the continued exploration of the actor's use of body and physicality in storytelling,
CFATH,231,2.0,Movement 3: Awareness of Self into Physical Transformation,CFATH 134,
CFATH,232,2.0,Movement 2,"CFA TH 231 or consent of instructor; continued awareness of self, body, and movement",
CFATH,234,2.0,Movement 4,CFATH 231 or permission of instructor,
CFATH,235,3.0,Theater Collaboration 2,,
CFATH,237,1.0,Somatic Practice 2,CFA TH 142,
CFATH,238,1.0,Alexander Technique 2: Environmental Response,CFA TH 237 or instructor's permission,
CFATH,239,2.0,Aesthetic and Philosophy of Dance,,
CFATH,240,2.0,Beginning Directing,,
CFATH,242,1.0,Somatic Practice 3,,
CFATH,245,1.0,Artist Community 2,,
CFATH,246,1.0,Artist Community 3,,
CFATH,247,1.0,Stagecraft 3: Advanced Production,CFA TH 147 & CFA TH 148; For BFA majors ONLY,
CFATH,248,4.0,Rehearsal & Performance 1,,
CFATH,249,2.0,Introduction to Theater Practice,,
CFATH,255,2.0,History of Costumes 1,,
CFATH,256,2.0,History of Costumes 2,,
CFATH,257,3.0,Scenography 1,,"Creativity/Innovation, Research and Information Literacy"
CFATH,258,3.0,Scenography 2,CFA TH 257,
CFATH,259,1.0,AutoCad 2,"CFA TH 160 or CFA TH 163 or consent of instructor; A continuation of AutoCAd 1 as a more advanced, in-depth study of AutoCad",
CFATH,261,1.0,Vectorworks 2,CFA TH 162 or consent of instructor; Advanced work in Vectorworks CAD; specific rendering techniques for the individual area of lighting and the light plot,
CFATH,262,1.0,Vectorworks 3,CFA TH 261; Advanced work in Vectorworks CAD; specific rendering techniques for the individual area of lighting and the light plot,
CFATH,263,3.0,Scene Design 1,None; Fundamentals of set design theory; basic mechanical and conceptual solutions for the proscenium theatre; development of presentational and research skills,
CFATH,264,2.0,Scene Design 2,CFA TH 263 or consent of instructor; Continuation of set design theory; basic mechanical and conceptual solutions for the proscenium theatre; development of presentational and research skills,
CFATH,265,2.0,Scene Painting 1,Instructor Consent; Studio class,
CFATH,266,2.0,Scene Painting 2,TH265 or consent of instructor; Studio class,
CFATH,269,3.0,Technical Production 1,Hand or computer drafting,
CFATH,270,3.0,Technical Production 2,Hand or computer drafting,
CFATH,271,2.0,Theatrical Welding 1,Instructor Consent; An introduction to welding technology explaining and outlining welding safety and the best welding practices for theatre,
CFATH,272,2.0,Theatrical Welding 2,CFA TH 271; Advanced techniques in welding technology explaining and outlining welding safety and the best welding practices for theatre,
CFATH,273,2.0,Graphic Rendering 1,CFA TH 174 or permission of instructor,
CFATH,274,2.0,Graphic Rendering 2,CFA TH 273 or permission of instructor,
CFATH,275,3.0,Costume Design 1,Instructor Consent; This course focuses on student's collaborative and artistic abilities in theatre practice with an emphasis on costume design,
CFATH,276,3.0,Costume Design 2,"CFA TH 275; A continuation of CFA TH 275, Costume Design 1",
CFATH,277,1.0,Costume Rendering Lab 1,Advisor Recommendation or Instructor Consent; Advanced work in figure drawing; specific rendering techniques for costume design,
CFATH,278,1.0,Costume Rendering Lab 2,CFA TH 277; Continuation of CFA TH 277,
CFATH,279,3.0,Costume Production 1,,
CFATH,280,3.0,Costume Production 2,CFA TH 279 or permission of instructor,
CFATH,281,1.0,Introduction to Textiles 1,Advisor Recommendation or Instructor Consent; The course will cover identification and use of a variety of different fabrics including theatrical goods,
CFATH,282,1.0,Introduction to Textiles,,
CFATH,283,3.0,Lighting Design 1,"CFA TH 162 & CFA TH 186, or consent of instructor; Introduction to the art and craft of lighting design for the stage",
CFATH,284,3.0,Lighting Design 2,CFA TH 283; A continuation of CFA TH 283,
CFATH,285,2.0,Lighting Crafts 1,,
CFATH,286,2.0,Lighting Craft 2,CFA TH 285,
CFATH,287,3.0,Sound Design 1,"CFA TH 162 & CFA TH 190, or consent of instructor; An overview of theatrical sound design, focusing on the process of creating a design",
CFATH,288,3.0,Sound Design 2,"CFA TH 287; A continuation of CFA TH 287; An overview of theatrical sound design, focusing on the process of creating a design",
CFATH,289,3.0,Production Audio 1,"CFA TH 162 & CFA TH 190, or consent of instructor; Audio systems, video systems and intercom systems will be examined from input to output in terms of signal flow and interconnection practices and how they are used",
CFATH,290,3.0,Production Audio 2,CFA TH 289; A continuation of CFA TH 289,
CFATH,291,2.0,Audio Fundamentals,CFATH 172,
CFATH,292,3.0,Costume Production 2,CFA TH 279 or permission of instructor,
CFATH,293,0.5,Stage Management 2: Skills Lab,CFA TH 194 or Permission of Instructor,
CFATH,294,3.0,Stage Management 1,,
CFATH,297,4.0,Production,CFA TH 198; Sophomore Design & Production BFA candidates; students register for appropriate section based on Production assignment,
